predict_date,class_id,predict_quantity
201711,103507,210
201711,124140,293
201711,125403,186
201711,136916,192
201711,169673,182
201711,175962,267
201711,178529,178
201711,186250,113
201711,194201,408
201711,194450,301
201711,198427,129
201711,206765,2087
201711,209945,121
201711,219195,155
201711,221795,421
201711,245609,151
201711,248352,290
201711,249875,168
201711,250658,217
201711,265980,234
201711,270690,625
201711,281301,359
201711,281792,511
201711,289386,471
201711,289403,302
201711,290854,235
201711,291086,350
201711,291514,80
201711,302513,200
201711,304458,403
201711,308913,169
201711,321683,2216
201711,340175,143
201711,347384,2928
201711,348641,370
201711,349023,971
201711,350259,607
201711,354068,490
201711,356986,506
201711,359378,94
201711,360648,190
201711,376193,120
201711,378356,452
201711,378536,135
201711,379265,344
201711,379876,163
201711,384924,795
201711,392593,223
201711,395234,132
201711,401052,164
201711,409854,1705
201711,412240,98
201711,416749,231
201711,417803,146
201711,425432,1878
201711,436105,461
201711,437063,125
201711,437598,96
201711,453752,220
201711,468392,176
201711,472603,114
201711,475895,127
201711,481950,181
201711,482497,207
201711,492952,180
201711,496459,414
201711,501564,179
201711,510309,124
201711,516750,83
201711,526401,415
201711,527765,95
201711,527809,184
201711,540712,365
201711,559132,134
201711,560265,105
201711,569154,389
201711,576298,204
201711,580470,438
201711,580634,278
201711,587678,185
201711,591790,225
201711,597927,170
201711,603972,444
201711,612523,143
201711,614059,356
201711,619401,422
201711,621073,1092
201711,628041,776
201711,649213,137
201711,651347,253
201711,651782,110
201711,653436,201
201711,654134,544
201711,671482,118
201711,682651,311
201711,683364,114
201711,687270,445
201711,692703,581
201711,693436,172
201711,713651,222
201711,714150,220
201711,714152,461
201711,714860,168
201711,725137,119
201711,732758,191
201711,735971,2042
201711,736094,264
201711,739296,846
201711,741152,610
201711,743957,711
201711,745137,882
201711,750340,125
201711,760412,96
201711,786351,134
201711,789290,107
201711,810398,144
201711,815230,198
201711,819061,124
201711,842246,151
201711,851857,187
201711,854079,192
201711,854548,152
201711,861459,282
201711,871642,185
201711,872180,157
201711,883691,284
201711,890189,1332
201711,905061,393
201711,905745,213
201711,914348,513
201711,923841,672
201711,924154,1222
201711,948936,105
201711,950264,1261
201711,953842,1091
201711,961362,103
201711,961962,110
201711,963845,237
201711,973106,138
201711,978089,430
