predict_date,class_id,predict_quantity
201711,103507,8177.0
201711,124140,3914.0
201711,125403,5333.0
201711,136916,7225.0
201711,169673,767.0
201711,175962,24168.0
201711,178529,6870.0
201711,186250,1734.0
201711,194201,755.0
201711,194450,9721.0
201711,198427,6688.0
201711,206765,57502.0
201711,209945,8024.0
201711,219195,6460.0
201711,221795,14077.0
201711,245609,3499.0
201711,248352,13748.0
201711,249875,2031.0
201711,250658,3200.0
201711,265980,6214.0
201711,270690,24316.0
201711,281301,16219.0
201711,281792,12892.0
201711,289386,19308.0
201711,289403,6782.0
201711,290854,8501.0
201711,291086,8399.0
201711,291514,3285.0
201711,302513,1908.0
201711,304458,14410.0
201711,308913,12802.0
201711,321683,102873.0
201711,340175,609.0
201711,347384,68362.0
201711,348641,9560.0
201711,349023,29435.0
201711,350259,27863.0
201711,354068,43785.0
201711,356986,15153.0
201711,359378,127.0
201711,360648,9096.0
201711,376193,179.0
201711,378356,7975.0
201711,378536,1269.0
201711,379265,3184.0
201711,379876,2953.0
201711,384924,19956.0
201711,392593,3569.0
201711,395234,1561.0
201711,401052,2390.0
201711,409854,36735.0
201711,412240,1289.0
201711,416749,7491.0
201711,417803,458.0
201711,425432,68758.0
201711,436105,10564.0
201711,437063,1936.0
201711,437598,2832.0
201711,453752,9404.0
201711,468392,7612.0
201711,472603,6664.0
201711,475895,1708.0
201711,481950,2754.0
201711,482497,3361.0
201711,492952,5902.0
201711,496459,25376.0
201711,501564,2430.0
201711,510309,3594.0
201711,516750,2535.0
201711,526401,7515.0
201711,527765,1144.0
201711,527809,9220.0
201711,540712,8163.0
201711,559132,5164.0
201711,560265,4395.0
201711,569154,4645.0
201711,576298,8792.0
201711,580470,13056.0
201711,580634,10277.0
201711,587678,12855.0
201711,591790,6256.0
201711,597927,15273.0
201711,603972,12653.0
201711,612523,515.0
201711,614059,10231.0
201711,619401,5852.0
201711,621073,39893.0
201711,628041,35523.0
201711,649213,3656.0
201711,651347,10811.0
201711,651782,3384.0
201711,653436,336.0
201711,654134,12797.0
201711,671482,4306.0
201711,682651,6779.0
201711,683364,1253.0
201711,687270,2289.0
201711,692703,11954.0
201711,693436,4430.0
201711,713651,9161.0
201711,714150,1318.0
201711,714152,12290.0
201711,714860,7737.0
201711,725137,317.0
201711,732758,6127.0
201711,735971,86450.0
201711,736094,2897.0
201711,739296,18478.0
201711,741152,15881.0
201711,743957,9638.0
201711,745137,41870.0
201711,750340,3973.0
201711,760412,759.0
201711,786351,5778.0
201711,789290,706.0
201711,810398,2452.0
201711,815230,2184.0
201711,819061,10783.0
201711,842246,613.0
201711,851857,3643.0
201711,854079,10853.0
201711,854548,1139.0
201711,861459,2244.0
201711,871642,7388.0
201711,872180,504.0
201711,883691,7508.0
201711,890189,9190.0
201711,905061,990.0
201711,905745,3091.0
201711,914348,150425.0
201711,923841,12265.0
201711,924154,31888.0
201711,948936,858.0
201711,950264,17187.0
201711,953842,21557.0
201711,961362,6211.0
201711,961962,7562.0
201711,963845,7813.0
201711,973106,1494.0
201711,978089,19969.0
