predict_date,class_id,predict_quantity
201711,103507,190
201711,124140,273
201711,125403,166
201711,136916,172
201711,169673,162
201711,175962,247
201711,178529,158
201711,186250,93
201711,194201,388
201711,194450,281
201711,198427,109
201711,206765,2067
201711,209945,101
201711,219195,135
201711,221795,401
201711,245609,131
201711,248352,270
201711,249875,148
201711,250658,197
201711,265980,214
201711,270690,605
201711,281301,339
201711,281792,491
201711,289386,451
201711,289403,282
201711,290854,215
201711,291086,330
201711,291514,60
201711,302513,180
201711,304458,383
201711,308913,149
201711,321683,2196
201711,340175,123
201711,347384,2908
201711,348641,350
201711,349023,951
201711,350259,587
201711,354068,470
201711,356986,486
201711,359378,74
201711,360648,170
201711,376193,100
201711,378356,432
201711,378536,115
201711,379265,324
201711,379876,143
201711,384924,775
201711,392593,203
201711,395234,112
201711,401052,144
201711,409854,1685
201711,412240,78
201711,416749,211
201711,417803,126
201711,425432,1858
201711,436105,441
201711,437063,105
201711,437598,76
201711,453752,200
201711,468392,156
201711,472603,94
201711,475895,107
201711,481950,161
201711,482497,187
201711,492952,160
201711,496459,394
201711,501564,159
201711,510309,104
201711,516750,63
201711,526401,395
201711,527765,75
201711,527809,164
201711,540712,345
201711,559132,114
201711,560265,85
201711,569154,369
201711,576298,184
201711,580470,418
201711,580634,258
201711,587678,165
201711,591790,205
201711,597927,150
201711,603972,424
201711,612523,123
201711,614059,336
201711,619401,402
201711,621073,1072
201711,628041,756
201711,649213,117
201711,651347,233
201711,651782,90
201711,653436,181
201711,654134,524
201711,671482,98
201711,682651,291
201711,683364,94
201711,687270,425
201711,692703,561
201711,693436,152
201711,713651,202
201711,714150,200
201711,714152,441
201711,714860,148
201711,725137,99
201711,732758,171
201711,735971,2022
201711,736094,244
201711,739296,826
201711,741152,590
201711,743957,691
201711,745137,862
201711,750340,105
201711,760412,76
201711,786351,114
201711,789290,87
201711,810398,124
201711,815230,178
201711,819061,104
201711,842246,131
201711,851857,167
201711,854079,172
201711,854548,132
201711,861459,262
201711,871642,165
201711,872180,137
201711,883691,264
201711,890189,1312
201711,905061,373
201711,905745,193
201711,914348,493
201711,923841,652
201711,924154,1202
201711,948936,85
201711,950264,1241
201711,953842,1071
201711,961362,83
201711,961962,90
201711,963845,217
201711,973106,118
201711,978089,410
