predict_date,class_id,predict_quantity
201711,103507,876.0
201711,124140,301.0
201711,125403,131.0
201711,136916,213.0
201711,169673,0.0
201711,175962,411.0
201711,178529,222.0
201711,186250,274.0
201711,194201,0.0
201711,194450,319.0
201711,198427,187.0
201711,206765,1592.0
201711,209945,395.0
201711,219195,490.0
201711,221795,228.0
201711,245609,161.0
201711,248352,872.0
201711,249875,9.0
201711,250658,122.0
201711,265980,282.0
201711,270690,1124.0
201711,281301,606.0
201711,281792,431.0
201711,289386,373.0
201711,289403,204.0
201711,290854,232.0
201711,291086,724.0
201711,291514,60.0
201711,302513,34.0
201711,304458,432.0
201711,308913,148.0
201711,321683,2262.0
201711,340175,0.0
201711,347384,3873.0
201711,348641,617.0
201711,349023,904.0
201711,350259,513.0
201711,354068,1077.0
201711,356986,245.0
201711,359378,0.0
201711,360648,169.0
201711,376193,0.0
201711,378356,600.0
201711,378536,14.0
201711,379265,483.0
201711,379876,224.0
201711,384924,538.0
201711,392593,339.0
201711,395234,9.0
201711,401052,158.0
201711,409854,2108.0
201711,412240,218.0
201711,416749,288.0
201711,417803,0.0
201711,425432,2503.0
201711,436105,437.0
201711,437063,0.0
201711,437598,457.0
201711,453752,296.0
201711,468392,437.0
201711,472603,252.0
201711,475895,87.0
201711,481950,91.0
201711,482497,142.0
201711,492952,356.0
201711,496459,586.0
201711,501564,37.0
201711,510309,104.0
201711,516750,138.0
201711,526401,414.0
201711,527765,0.0
201711,527809,165.0
201711,540712,531.0
201711,559132,138.0
201711,560265,313.0
201711,569154,37.0
201711,576298,286.0
201711,580470,691.0
201711,580634,322.0
201711,587678,388.0
201711,591790,297.0
201711,597927,689.0
201711,603972,439.0
201711,612523,0.0
201711,614059,375.0
201711,619401,294.0
201711,621073,2256.0
201711,628041,811.0
201711,649213,122.0
201711,651347,134.0
201711,651782,122.0
201711,653436,0.0
201711,654134,1326.0
201711,671482,155.0
201711,682651,99.0
201711,683364,34.0
201711,687270,0.0
201711,692703,731.0
201711,693436,374.0
201711,713651,174.0
201711,714150,0.0
201711,714152,645.0
201711,714860,313.0
201711,725137,0.0
201711,732758,189.0
201711,735971,3267.0
201711,736094,459.0
201711,739296,1314.0
201711,741152,808.0
201711,743957,899.0
201711,745137,1278.0
201711,750340,238.0
201711,760412,0.0
201711,786351,657.0
201711,789290,0.0
201711,810398,95.0
201711,815230,0.0
201711,819061,562.0
201711,842246,0.0
201711,851857,275.0
201711,854079,292.0
201711,854548,0.0
201711,861459,0.0
201711,871642,161.0
201711,872180,0.0
201711,883691,334.0
201711,890189,0.0
201711,905061,0.0
201711,905745,172.0
201711,914348,1024.0
201711,923841,396.0
201711,924154,1274.0
201711,948936,61.0
201711,950264,779.0
201711,953842,1401.0
201711,961362,114.0
201711,961962,201.0
201711,963845,421.0
201711,973106,10.0
201711,978089,400.0
